計算対象,日付,内容,金額（円）,保有金融機関,大項目,中項目,メモ,振替,ID
1,2025/12/02,デビット 940486,-3,住信SBIネット銀行,衣服・美容,衣服,,0,EBbtcMNS_I9ABnEI8fCLqjxbY7_nmiX2_kT6zGLBteQ
1,2025/12/02,"UGREEN USB-C Lightningケーブル【MFi認証取得 PD対応 2M】急速充電 ライトニングケーブル 高耐久 ナイロン編み iPhone 14 / iPhone 13/12/iPhone 11/iPhone X/iPhone 8 8 Plusなどに対応 (2M)シルバー 販売: Ugreen Japan Co., Ltd",-1519,Amazon.co.jp,趣味・娯楽,映画・音楽・ゲーム,,0,3A1I1ThDfzlwHlPrOPGUHwOzw77T6WcYmHLf8Cn5YdQ
1,2025/12/02,GAMEBANK-web.com 「SFCダンパー V3」【※USBケーブル別売り】/ スーパーファミコン SUPER Famicom スーファミ DUMPER レトロゲーム 吸い出しツール [2250] 販売: HolyStone,-6800,Amazon.co.jp,趣味・娯楽,映画・音楽・ゲーム,,0,wyy5c4IpYBxEkOgcCaxF8vRDqEyWR3y521X9CmDMRKg
1,2025/12/02,【ながら洗車】ビギナーズラック『 日本一の手軽さを目指したコーティング剤 』クイックディテーラー軽度な水シミも同時に除去 車 コーティング剤 ドライセカンド付き (350ml) 販売: ながら洗車,-2964,Amazon.co.jp,未分類,未分類,,0,3L7iXf_ec7A5AVO0Z0EHFlFsYOh55I9y3wmo94ncXCQ
1,2025/12/02,APPLE COM BILL,-1980,三井住友カード (VpassID),通信費,その他通信費,,0,51B8Bk-X1XW4EGkNsJXsPcPrGfXzhl_AlobTcKxreak
1,2025/12/02,ADOBE (DUBLIN ),-1780,三井住友カード (VpassID),通信費,その他通信費,,0,n-Lh8LZMl1zrmwRYpvQN-yo9yyCJ55qbaJHzzKeWvsU
1,2025/12/05,,-15000,お家の現金,交際費,交際費,S,0,okXZhRLr2b885lyRzAJv4e_N3ReV3IUNIinaQqnXxcM
0,2025/12/05,振込 ニンテンドウ(カ,4056,三井住友銀行,収入,一時所得,,0,Z-oOx0zJEa37_hkpOe646Wspwu8ndoPQwsD3xpyinlY
0,2025/12/05,ATM セブン銀行,-6000,住信SBIネット銀行,現金・カード,ATM引き出し,,1,vN0TJXe2MHYqGtIswlBuawnhyT4Akq-wYBGNZaPKppA
0,2025/12/05,ATM セブン銀行,6000,財布,未分類,未分類,,1,lUbopfYAX1q2PapioXVlHNZgIsR0xiCtFhF4LrBDJZ4
1,2025/12/05,セブン-イレブン,-720,三井住友カード (VpassID),食費,食料品,,0,ei80vsSOkBEnK8fz2dGGGcsvCIFLX5ZThNA8OGiR41s
1,2025/12/06,デビット 184646,-1900,住信SBIネット銀行,衣服・美容,衣服,,0,PiYMysFwiVKKsn3xtI3xokYghWCHqP77wPh2K8pG9Pc
1,2025/12/06,デビット 191202,-650,住信SBIネット銀行,衣服・美容,衣服,,0,LCZ6vWnKZAskXABLoOM01q8gpeGrjgH-B_UXTSG4RUw
1,2025/12/06,デビット 252791,-5170,住信SBIネット銀行,衣服・美容,衣服,,0,8i-wyZGP8HpN9c9jJxJVRt03ga15fh2U2NaWquvPRUQ
1,2025/12/06,デビット 286405,-35650,住信SBIネット銀行,交際費,交際費,,0,_3YzQTyvEGM3KWFEiqw_6_rW5ZF9QAVi5h58yZ1w9BI
1,2025/12/06,テスラモーターズジヤパン,-280,三井住友カード (VpassID),未分類,未分類,,0,QV2aoP7o-hQMw97Ti-vk3_0NeSBP0CoOnO2xBWk0lsk
1,2025/12/06,ＥＴＣ特割蒲生ＳＩＣ－京都東　　　普通車,-860,JCBカード,自動車,道路料金,,0,2HFFFv-vdXICWITX90rAyUF3NKZzI4HJTXDG3aGY90Y
1,2025/12/06,ＥＴＣ特割京都東　　－栗東　　　　普通車,-530,JCBカード,自動車,道路料金,,0,NDr6WLsM3q_A_FtJ3WRd93pn5PX6ab-abVjPQ6dmGLA
1,2025/12/09,デビット 842828,-1628,住信SBIネット銀行,衣服・美容,衣服,,0,86Ysg32I-dibUXniys3maHa5oDSqA6CK5XrbD92StHA
1,2025/12/09,振込*シマダ ユカ,-10000,住信SBIネット銀行,趣味・娯楽,その他趣味・娯楽,,0,5JxnKevX6BsyaQ_rhMbNkqsO0476QBDvVG39d8dIPdY
0,2025/12/10,(カ) ジエ-シ-ビ-,-94976,三井住友銀行,現金・カード,カード引き落とし,,1,uw8a4rbE93VYb8YHvHV-kR6RE0bmZAgV-EOgvc22SA8
1,2025/12/10,賞与*ニンテンドウ(カ,1087057,住信SBIネット銀行,収入,一時所得,,0,284gJYEY5syb7UkzhqRl7qMoI39hPFUNSyc1ogeyO8A
0,2025/12/10,普通 円 浮いたお金,-1087000,住信SBIネット銀行,未分類,未分類,,1,Oh6wPLDcIJbyMxzbtvbUcB7OfZpVkjwshISDh4v0og4
0,2025/12/10,普通 円 代表口座,1087000,住信SBIネット銀行,未分類,未分類,,1,0ql22tvG1hQScRHgmS237rjeK5mmg6EG01c2VDRUNx0
1,2025/12/10,岡部立替,10000,財布,収入,その他入金,,0,7NQU4pC-x22Q9ZLHcT9PFFwFcmh5kmcmc9c9lAo6XpA
1,2025/12/10,やまちゅう立替,15210,paypay,収入,その他入金,,0,zkB-7iSKJaURQ1xFFpRxwAEONWZaxIoeMd9NyYGvYrA
1,2025/12/10,岡部立替,1800,paypay,収入,その他入金,,0,ijXmSad38h57vLKaobSC2KKQhb8bIPyYFwtW5-1_34E
0,2025/12/10,普通 円 浮いたお金,300000,住信SBIネット銀行,未分類,未分類,,1,ZU5U3HAL7LgSXJBqN7MCTe6YlsvkT-Gm_txbTvUeiII
0,2025/12/10,振込*シマダ シヨウゴ,-300000,住信SBIネット銀行,その他,雑費,,0,ZogukLHgcR638IGhaoXAm6R5gtYsyrm-ddLUn3BROKw
0,2025/12/10,普通 円 代表口座,-300000,住信SBIネット銀行,未分類,未分類,,1,_DaiXNfEqVBYvtUxWdrZnzNADDGwitxbqNjMBUTvIFY
0,2025/12/10,振込 シマダ シヨウゴ,300000,三井住友銀行,未分類,未分類,,1,-0I7XlQCDsPL-I4qjdvaDjkMpJQI5WVpDw_BBa-svxg
1,2025/12/10,デビット 167578,-404,住信SBIネット銀行,衣服・美容,衣服,,0,OK-oFX337gXXAQF-40vCvIH70PWC14GozyJjgnevCrg
1,2025/12/10,エクスプレス予約〔プラス会員〕,-18350,JCBカード,交通費,電車,,0,RwhiEmjHpYvijlDV4eEoaTr-6YcsVydEqqWV4kvUCw0
1,2025/12/10,ＧＯアプリ〔乗車料金〕,-1300,JCBカード,交通費,タクシー,,0,IqAsvH0SM5ub0tgyhIkCI8mM3PvUu1BJYZ1KNWpiaSM
1,2025/12/10,JR東日本みどりの窓口(びゅうプラザ),-4950,三井住友カード (VpassID),交通費,電車,,0,T3lgQa-zaXf8pyf1mw4tomxEA1-63UUGmOvz86sHh9o
1,2025/12/10,マクドナルド,-790,三井住友カード (VpassID),食費,外食,,0,PQwCV1bV3mEZF2sCQbHmoNxn82N0pL7EhidpQTHqvsM
1,2025/12/11,povoご利用料金,-636,三井住友カード (VpassID),通信費,携帯電話,,0,nTriJ0K9n_Ls-cuC1qXAljrsl26kt2iwmMc3-KPzN4Y
1,2025/12/11,povoご利用料金,-330,三井住友カード (VpassID),通信費,携帯電話,,0,mlcfnwHUYQUk-ToTlZpH-naXi9LUpNM9uTSrBqjREr4
0,2025/12/12,普通 円 浮いたお金,50000,住信SBIネット銀行,未分類,未分類,,1,Z4T-8csiB6rb2ILrvIIc72etODWCCeY0xQDViLaY44k
0,2025/12/12,ATM ゆうちょ銀行,-49000,住信SBIネット銀行,現金・カード,ATM引き出し,,1,rE0FZFqQlqpTP37eatED1x2D07gKjmTaCmL1RuIhqB0
1,2025/12/12,デビット 631583,-12608,住信SBIネット銀行,趣味・娯楽,旅行,,0,8TUSvUwDhr7RTFP7oH6_xZ8_CqvXyOIZ9bFp3U5WjYE
0,2025/12/12,普通 円 代表口座,-50000,住信SBIネット銀行,未分類,未分類,,1,DErphKi7omTjlY18xHpY23hdVtFLV9MDN7hx23qOM5s
0,2025/12/12,ATM ゆうちょ銀行,49000,財布,未分類,未分類,,1,B594gZvpzhuAosVFveuwuNwNvNEMdFrh7tJbps2JPj8
1,2025/12/12,povoご利用料金,-330,三井住友カード (VpassID),通信費,携帯電話,,0,LKAV-6MQPgLVOGwZ64C9Mo5_dUsDcSQMBSlfCn9jeLE
1,2025/12/12,JR東日本みどりの窓口(びゅうプラザ),-3890,三井住友カード (VpassID),交通費,電車,,0,kyL-hAJF_ifhzAsuG91bBKtOVp-B3jAIHjVpE2ifIok
1,2025/12/13,S,-32000,財布,交際費,交際費,,0,u2qmJPuNkaE-asss_bleIoJNDpxREsuJsax63KfCDbQ
1,2025/12/13,S,-27000,財布,交際費,交際費,,0,ioPhgr5nxbr4J-raMLzNgKRNjth4ZSIj8_srIJB4Vbc
0,2025/12/13,普通 円 浮いたお金,49000,住信SBIネット銀行,未分類,未分類,,1,z8--P7YQE_zkgaglcxzPWnxriNT2PrP5D-nf8lwwzwM
0,2025/12/13,ATM セブン銀行,-49000,住信SBIネット銀行,現金・カード,ATM引き出し,,1,m49BltAXpxOMq3jgFJrT2KmdJzPgat0My-kNnFKTXP4
1,2025/12/13,デビット 679672,-351,住信SBIネット銀行,衣服・美容,衣服,,0,nbEv8UCPCVMGD8LvLFh3L_YuVtxdvayRpM9HgkzXhcg
0,2025/12/13,普通 円 代表口座,-49000,住信SBIネット銀行,未分類,未分類,,1,Ii_4hOUL_2tBwxb4ueBBk-hWWY_owEsxU-rvquOpBVk
0,2025/12/13,ATM セブン銀行,49000,財布,未分類,未分類,,1,V4hu1C7iFquegj4PmDf4RPpUjhcY83y22kOq6Xq_Tvc
1,2025/12/13,市谷建て替え分,10700,財布,収入,その他入金,,0,7zNDgiBOlN0FIYICLdpOSWeBW4n2YBcEp2N5aXwCB_I
1,2025/12/13,S,-32000,財布,交際費,交際費,,0,2xuRkmMtFLSltEKyD6WbuH7QKuDOi-GBcCRCtHyfkuM
1,2025/12/13,デビット 760444,-511,住信SBIネット銀行,衣服・美容,衣服,,0,2290WGQPqS6HWk0bs47LBYG0C3LQrKXrV2VTItsrpRc
0,2025/12/13,SBI証券投信積立サービス,-50000,三井住友カード (VpassID),未分類,未分類,,1,LY3eeTqwJNrPL_PFJkb8xNcBRRV-QOVOAsonTA4kkac
1,2025/12/13,DCS・オオミヤエキマエテン,-870,三井住友カード (VpassID),未分類,未分類,,0,lKSLAsdLO7Vf5w9ZKvq5xjQYO1wLO0XrIL_P7Drntrk
1,2025/12/13,MetLife生命 保険料継続,-6414,三井住友カード (VpassID),保険,その他保険,,0,BcvsTtpoWugO-r8HYbzDnQV0PhUckBLswc9D30W0WNs
1,2025/12/13,セブン-イレブン,-559,三井住友カード (VpassID),食費,食料品,,0,DX-86qmW8E0lsJMfzqSz-mB5axl4GsKXu-HYy1VrSvM
1,2025/12/14,デビット 929101,-602,住信SBIネット銀行,衣服・美容,衣服,,0,ShhsWteFcgZvP0xEhu8A9_us9TT9eAfYdxE-6s53xRs
1,2025/12/14,,-3500,paypay,食費,食費,,0,WbeOgOXRKyrbQzbjp9MZoPtR9XLxq3YntPYOOuwl5y0
1,2025/12/14,CGS宅飲み,-5000,paypay,交際費,交際費,,0,urnu96OHimv677Wj3EoxghodzcCKGIdRhIszx6gfMf8
1,2025/12/14,S,-18000,財布,交際費,交際費,,0,EEO7wjK_2-PkKT8bY3P7chn58ZHOmDDb6IqLp-7ENhw
0,2025/12/14,普通 円 浮いたお金,100000,住信SBIネット銀行,未分類,未分類,,1,CX-D2ASJaaWjFYQBTqDk4KLQWNwloX9wD9y8-zhisJw
1,2025/12/14,デビット 040051,-5400,住信SBIネット銀行,趣味・娯楽,旅行,,0,EpqwV7XFtu4Ud54cOy3EYLavDEwm_RNW8XzRYA3htaE
1,2025/12/14,デビット 042679,-153,住信SBIネット銀行,趣味・娯楽,旅行,,0,-y6kJLtYNbNTN3-tZHtN_peQc4eo07j_hLZWWNf5Zv4
0,2025/12/14,ATM セブン銀行,-4000,住信SBIネット銀行,現金・カード,ATM引き出し,,1,qYiYFBbOBGb78lv45zEtK7V9eNTBvibd45XjVAPtTD4
1,2025/12/14,デビット 123127,-4160,住信SBIネット銀行,趣味・娯楽,旅行,,0,3B75CQGXcrBnXu47CNDwfeVxPGlX6_tlg6mdBe4zzrk
1,2025/12/14,デビット 126732,-1000,住信SBIネット銀行,趣味・娯楽,旅行,,0,mj3w0XjFaUnRh9lJRXECl01KIMpDcMNp6XHQ0aizAV0
0,2025/12/14,普通 円 代表口座,-100000,住信SBIネット銀行,未分類,未分類,,1,FEjjNh5fmevgW16AtVye2KGGIjsRT1E2AIPXBSGQ878
0,2025/12/14,ATM セブン銀行,4000,財布,未分類,未分類,,1,QcHIJmkmsQiJkPhng2bXO0Rxa6EXdLiuuw6GdtggDnE
1,2025/12/14,エクスプレス予約〔プラス会員〕,-18550,JCBカード,交通費,電車,,0,GZ3XS1ZywDd2Lrs5FZCMeFvjdd8t_i_uVr9juZUdkZg
1,2025/12/14,ＧＯアプリ〔乗車料金〕,-1200,JCBカード,交通費,タクシー,,0,myQQivK9vvr_TrxGGz12SgXyPWaOB3QrlVxMUf_3IlE
0,2025/12/14,AMAZON.CO.JP,-821,三井住友カード (VpassID),食費,食費,,1,c5Cz8vgN0LuemfpO3HFGd_E-g19FAvd4wolUstD2C7U
1,2025/12/14,セブン-イレブン,-220,三井住友カード (VpassID),食費,食料品,,0,5bGIX4AECdskDIbx9qh60EuW1sDs5zheBrMjsFjlSZ8
1,2025/12/15,"Kindle Unlimited 販売: Amazon Services International, Inc.",-980,Amazon.co.jp,教養・教育,書籍,,0,QkigJEYGup-NxZYJqNseaWIlFRXsYh4fgAv1GxqNnyk
1,2025/12/15,[Amazon限定ブランド]CCL い・ろ・は・すラベルレス 2LPET ×8本 ミネラルウォーター 無味 販売: Amazon.co.jp,-864,Amazon.co.jp,未分類,未分類,,0,1gtDL8LisJxgF8pur63A1swdj7_GTPCWvOerwc6jKHg
1,2025/12/15,割引,43,Amazon.co.jp,未分類,未分類,,0,PolaKJU3BtS_IjdbEoiGRPJ-jXOZa_OZZnA02FT7Y60
0,2025/12/15,Amazon Downloads,-980,三井住友カード (VpassID),教養・教育,書籍,,1,Xf8kKxNVNLF0LpwQqpQn3xHOScZTF-B6kzuvAbkaRdk
0,2025/12/16,ATM セブン銀行,-37000,住信SBIネット銀行,現金・カード,ATM引き出し,,1,d1zh5C9mGUxveMdVPIDK0undeOHJK5YgGWnAEbcEigY
0,2025/12/16,ATM セブン銀行,37000,財布,未分類,未分類,,1,TQJG63Fa_lxOx2nGI1WlwIiOKJOIEhHb-RIyvuAtxJw
1,2025/12/16,香典,-40000,お家の現金,特別な支出,その他特別な支出,,0,wRcQFMAryNFteXynQeuXccBVnPhq09pRUTsGv82NjW0
1,2025/12/16,S,-42000,財布,交際費,交際費,,0,G9yO4gRMe2lcUWFTTzhMsJeURh3mHulZ-YcAm1DiBoA
1,2025/12/16,デビット 594452,-354,住信SBIネット銀行,趣味・娯楽,旅行,,0,CibPEgxTlSqVG5JI34Jeg56GjnKGbbsyXJ9RU8u_Q5s
1,2025/12/16,GOOGLE PLAY JAPAN,-1280,三井住友カード (VpassID),通信費,情報サービス,,0,wR5Cbxo0Sf89tz2fBKLXDxjO1P64OjaYwsJVsMjS_jI
1,2025/12/17,デビット 729195,-2053,住信SBIネット銀行,趣味・娯楽,旅行,,0,W6CBI7VsW6zOlJzFlYcfA2Ac8LdVaIgDovtB8laNZi4
1,2025/12/17,北海道森町〔さとふる〕,-23000,JCBカード,税・社会保障,その他税・社会保障,,0,TFFY_LLtStpPBmLXoFZdkv4y4gLcxcGAIsaPWFQDdCM
1,2025/12/17,茨城県つくば市〔さとふる〕,-23000,JCBカード,税・社会保障,その他税・社会保障,,0,Re7nWARifsJ57t_Sve3MAnniUaz44i_5kbKHFbkov1U
1,2025/12/17,福岡県久留米市〔さとふる〕,-10000,JCBカード,未分類,未分類,,0,irw10Vwq5PucODjDo7PKEwTaRDkNgL7oUETa3z56PY8
1,2025/12/17,北海道紋別市〔さとふる〕,-43000,JCBカード,未分類,未分類,,0,n0fY0sW9mSnHqjXdrOpEVJVptihnbT4jRNAB93lUjmU
1,2025/12/17,北海道石狩市〔さとふる〕,-25000,JCBカード,未分類,未分類,,0,pdydQ1uaMF9YgVi58yJQxolihXDlfXeKbDPOW6hg-mU
1,2025/12/18,関西電力ガス2025/12,-11394,三井住友カード (VpassID),水道・光熱費,電気代,,0,Vy5QGjb9i-IKE3YpqPHLQk4lad1r3sM1ChcuWSS76D0
1,2025/12/19,ＧＯアプリ〔乗車料金〕,-1400,JCBカード,交通費,タクシー,,0,17ValgWCVVt7lM5IdJ1qOAxjqgBuswpiuqj8dRK9N0E
1,2025/12/20,デビット 336635,-2970,住信SBIネット銀行,趣味・娯楽,旅行,,0,65KAbLpPyPT3bG8bDgPu7Oy5hfah7vMy2h1Sv4mB2A0
1,2025/12/20,ＧＯアプリ〔乗車料金〕,-3000,JCBカード,交通費,タクシー,,0,9z9NaYyK7bI_7InMfz4dtmHtDMG5pVENJxJQDQ_484s
1,2025/12/20,セブン-イレブン,-127,三井住友カード (VpassID),食費,食料品,,0,_YadYAbr-yEZHh5lCIpuNZ---oa1XHVgGbtGqkNLYi8
1,2025/12/21,利息,8,住信SBIネット銀行,収入,その他入金,,0,2hUt1rSmGgHdXsjakeh9JWWarrvYrwpgKMgClEJVayQ
1,2025/12/21,国税,-1,住信SBIネット銀行,税・社会保障,その他税・社会保障,,0,Sgr1RpkBCVYe6WvfmFMAsrv9y0X2ClZLlbAC3kKitcg
1,2025/12/21,利息,320,住信SBIネット銀行,収入,その他入金,,0,iqUv_NtFFSXXaJOv12SQAMKYXzLfhmZfJDOI5ZIZ3MI
1,2025/12/21,国税,-49,住信SBIネット銀行,税・社会保障,その他税・社会保障,,0,l2yzjBhF2JLoETUBdxIZPnJWWlX_AjVlYTK79LFoUBo
1,2025/12/21,地方税,-16,住信SBIネット銀行,税・社会保障,所得税・住民税,,0,1ays--VOp0jJptfGG568vsHs0TN4zU3cXbhu9-5Y-i0
1,2025/12/21,デビット 754132,-6072,住信SBIネット銀行,趣味・娯楽,旅行,,0,wksVsUbgerooK0KLX2V4ZuFKz-cfRYACQTBLaXLqn58
1,2025/12/21,デビット 784909,-9350,住信SBIネット銀行,趣味・娯楽,旅行,,0,j26ILeY1gs_A8waIIgudQQPRgFm_gip3B-Omy_DAzL0
1,2025/12/21,デビット 787166,-150,住信SBIネット銀行,趣味・娯楽,旅行,,0,B1gjDH7z0nSc5KsxS9rQkh6noeGRoWAJpUH6W3_u-AY
0,2025/12/21,普通 円 浮いたお金,30000,住信SBIネット銀行,未分類,未分類,,1,RaOrPgm3hlwNqjhPGRBeMjq3jqC0XXpN9xw9xub6_xs
0,2025/12/21,普通 円 代表口座,-30000,住信SBIネット銀行,未分類,未分類,,1,hCpcJxo14DrV89PPXnacay2Dq-0dbHDNnC5ggyzvfH8
1,2025/12/22,タクシー,-1000,paypay,交際費,交際費,,0,f_hs7oJFMV8ceiNXKWpcf6pjYf2lwOfg3ccVdNkvtdI
1,2025/12/22,ＧＯアプリ〔乗車料金〕,-1300,JCBカード,交通費,タクシー,,0,9f7t2LBy_X4C_WIVspBQZ4pZHinCmEHe-0YhURoRfb0
1,2025/12/22,テスラモーターズジヤパン,-1990,三井住友カード (VpassID),未分類,未分類,,0,AeKZ6FJGQsEzbZeDQfBaAx-2VGsRCW6bKpNwhf2CGlU
0,2025/12/23,ATM セブン銀行,-27000,住信SBIネット銀行,現金・カード,ATM引き出し,,1,k1GG1EnDxnvMZyT1dyTxWjwn7aRIksMp0Ujh099JEkI
0,2025/12/23,ATM セブン銀行,27000,財布,未分類,未分類,,1,mwfxipjOubPilH64hm1nLgBNs24IVpmOcEkDrN7JoXU
1,2025/12/23,APPLE COM BILL,-2400,三井住友カード (VpassID),通信費,その他通信費,,0,izjeBwL1Qsd7jl7O9niJx8rWbLxHCgASH-wiRBmPbTE
1,2025/12/24,owl飲み会,-10000,財布,交際費,交際費,,0,RFUX5m4ovBjkorvYvomd0Ea-0a93ZfnKx22f5SosGjI
1,2025/12/24,振込*シマダ ユカ,-5000,住信SBIネット銀行,趣味・娯楽,その他趣味・娯楽,,0,on-coD7Nk5DBuwUQXYq-BZJTMNAZyO89_eDeDirjM78
1,2025/12/24,駐車場,-14000,財布,自動車,駐車場,,0,_qvGOEu0h_ffESeIMuMupGez36Pw3OQKRtukb-1oaw8
1,2025/12/24,調整,6000,paypay,収入,その他入金,,0,HNgQk8nkqTkfKXHieqVMkKPYKoSToWs8ofXUYS7euU8
1,2025/12/24,NTT西日本ご利用料金2025/12,-5687,三井住友カード (VpassID),通信費,インターネット,,0,dbpMPqC8IkdYWr8PijVcjt8fTgs4cmT8OMpW29VLtcI
1,2025/12/25,給振 ニンテンドウ(カ,155000,京都信用金庫（個人口座連携）,収入,給与,,0,HnDpJATX1vFShagIQJoX4MGoyA7xchxuurN58GVZFY4
1,2025/12/25,融資返済,-124061,京都信用金庫（個人口座連携）,住宅,ローン返済,,0,2uqVi9y-TEz2peBozbeMrjeomlSTmGhYhWJk8ygkQHQ
1,2025/12/25,給与*ニンテンドウ(カ,918598,住信SBIネット銀行,収入,給与,,0,ImHH6Nbt07Wkv8BtQGRAG2K0HJtqPo19PQZp6Ll7TKU
1,2025/12/25,,-30000,住宅積立,住宅,管理費・積立金,,0,svmr22pbvLJAd87Q2_OjC_eVxMwWx1hVirOvbVAjp8c
0,2025/12/25,普通 円 浮いたお金,-900000,住信SBIネット銀行,未分類,未分類,,1,C4UjfAHdHcjyUV08f0pOOua4s-kZvaIVNAKkkWBjONU
0,2025/12/25,普通 円 代表口座,900000,住信SBIネット銀行,未分類,未分類,,1,IB5hgxv21FnquyxRXj5rpg4GjhO96i2CQbzVgeVagiQ
0,2025/12/26,ミツイスミトモカ-ド (カ,-123421,三井住友銀行,現金・カード,カード引き落とし,,1,SgvaG3zvgrLKsNsK4Y5VAXGkrL2t60bane3YH95-GG8
0,2025/12/26,コクミンネンキンキキンレンゴウカイ(カ,-10000,三井住友銀行,税・社会保障,年金保険料,,1,5MmyBruM7WLgaqi7cgItYtjUB1zSIxhaXbTr97tCnv0
1,2025/12/26,時計,-40000,paypay,特別な支出,その他特別な支出,,0,Sa6IiNWDEMuHO7A2Za_ZCgj62Hf4Dka2wwqgHtBAUgQ
0,2025/12/26,フリカエ PAYPAY (S23251226005114076D0),-16000,住信SBIネット銀行,未分類,未分類,,0,gzfCI_6ZW3l8w9YbmCqR1ZCQYTRBsFyewlJCsV6qA6A
1,2025/12/26,デビット 850036,-3000,住信SBIネット銀行,交通費,電車,,0,XjkeBpL7aoFpc77lGUd1kauVW6dTmA8rRkdvagFKZQc
1,2025/12/26,ＧＯアプリ〔乗車料金〕,-1200,JCBカード,交通費,タクシー,,0,QclOBJx42JUpk5X5ztTG1TS_BEiTOk27Q8xerF4zHuE
0,2025/12/27,振込*シマダ ユカ,30000,住信SBIネット銀行,収入,その他入金,,0,KLnq916HrmGSBulhoWg-V0uZu8Kfqk9v_Rgi79trB-s
1,2025/12/27,振込*シマダ ユカ,13450,住信SBIネット銀行,収入,その他入金,,0,eBnjIFQpHxQz7yLomu4TWNsEVZexQvvSgB1CfytkMo8
1,2025/12/27,デビット 259446,-8000,住信SBIネット銀行,趣味・娯楽,その他趣味・娯楽,マッサージ,0,GX3mImeAaVCKEVRpGNcIE7hQHeR6jJ_a7TPXk06qy6s
0,2025/12/27,ATM セブン銀行,-49000,住信SBIネット銀行,現金・カード,ATM引き出し,,1,wv8VBpUS8LDcNdX55M-GejdGemTFYPjZzN4hbe7jY4w
0,2025/12/27,ATM セブン銀行,49000,財布,未分類,未分類,,1,gr0mvkIDVuP4IwA0rXAn7Y4AekbP9sOqr0NYnqUqouY
1,2025/12/27,S,-41000,財布,交際費,交際費,,0,Y3pkxPVPUmXrRtOfcSbWMmd_gsk4Baa8CHhUYUotckU
1,2025/12/27,濱田鈴木高田飲み会,-7000,財布,その他,雑費,,0,dv7nu2x43OPnfTSIDPUfgdMm07mubAojGKHXdvXIgh8
1,2025/12/27,エクスプレス予約〔プラス会員〕,-13450,JCBカード,交通費,電車,,0,XOUlaBMpgBvM0Fgc63Gj38zxzPztTaqDcQi7TKzX3mM
1,2025/12/27,すき家,-995,三井住友カード (VpassID),食費,食費,,0,0balJRTFNFN7k2EFAmKwwWRr9t2aDeZj6APiaxHWZ5o
1,2025/12/27,セブン-イレブン,-507,三井住友カード (VpassID),食費,食料品,,0,6FZ2xLvEZ90s8pGn5Bk8TOWa3KG156fgwkhRYQokNW4
1,2025/12/28,デビット 417088,-2337,住信SBIネット銀行,食費,昼ご飯,,0,y4uujZjjjoSxrHrVGjVgDjmbxBkqWkWLX2nXGX8oveQ
0,2025/12/28,普通 円 浮いたお金,40000,住信SBIネット銀行,未分類,未分類,,1,gim1nSfueag_Stu1D341xjpMAMw-ULZKZFiG4-XmIdY
0,2025/12/28,普通 円 代表口座,-40000,住信SBIネット銀行,未分類,未分類,,1,XORZXwsEU2wyHiWsty_EXQCAuTPdr9JIDZoEmvORxxo
1,2025/12/29,ニホンガクセイシエンキコウ,-13429,三井住友銀行,教養・教育,学費,,0,OyOCEjB3dYDZl2pARu_LZbxTn_do4XJbzWfFDFnve1g
1,2025/12/31,デビット 169280,-670,住信SBIネット銀行,食費,昼ご飯,,0,xFNlWdhQ5GON1g2haOFUmGCmKF6DsLcf9v2Xlm7RN34
1,2025/12/31,デビット 208586,-750,住信SBIネット銀行,食費,昼ご飯,,0,zmrl19fOjRqduf_WaCH44uD3zfO56cNmLJx7sVrh840
1,2025/12/31,エクスプレス予約〔プラス会員〕,-18750,JCBカード,特別な支出,その他特別な支出,,0,VViAWC6BjoUgGtBhgBkKQzWgPq0V2hDK3kqRvN1FAqA
1,2025/12/31,ＧＯアプリ〔乗車料金〕,-1300,JCBカード,交通費,タクシー,,0,6uvir4LRYK_kTf2TBrNkIFFVGNzo8UJVqhAxSP36mn4
1,2025/12/31,ＧＯアプリ〔乗車料金〕,-1200,JCBカード,交通費,タクシー,,0,UwAXDoav88MhG_0y6mLm3EM3nUz6eqYtfJ10VYx61ys
1,2025/12/31,マクドナルド,-790,三井住友カード (VpassID),食費,外食,,0,schz65gXapStoPmzWHcXRgVwp1YcKCkSxB1Dp2JjUgE
1,2025/12/31,ＥＮＥＯＳ　Ｐｏｗｅｒ〔電気〕,-11727,JCBカード,水道・光熱費,電気代,,0,55JPlbl2NSJ2B__18-gIr95r4iUskhx-vrw8uilouN4
0,2026/01/01,普通 円 浮いたお金,60000,住信SBIネット銀行,未分類,未分類,,1,rTAuscHZmC-9pj2DZagoZc-IjZFCElIjfKF1M9oIabQ
1,2026/01/01,フリカエ PAYPAY (S21260101133812007F6),-100000,住信SBIネット銀行,特別な支出,家具・家電,,0,0rAxd8n0aC-IBrEYLdRNo_9-V_cH7o9U-xec1WDXd2o
0,2026/01/01,普通 円 代表口座,-60000,住信SBIネット銀行,未分類,未分類,,1,GPfMJCWou2reCkmNQk7sLvvUGXUcaXDQAawQjWkBoZw
1,2026/01/01,セブン-イレブン,-220,三井住友カード (VpassID),食費,食料品,,0,gk4DAbmrV1ZJDskpghKTHIkrQaXm6wCG-OYdpMkSXg8
1,2026/01/02,S,-29000,財布,交際費,交際費,,0,-WgE4o7PmeGOKKiS7uNVPgJD55c3CoXRoQaLa_aYy9Q
0,2026/01/02,普通 円 浮いたお金,60000,住信SBIネット銀行,未分類,未分類,,1,tj791AIE2W1CYqw_A0M97rmuKJDNUr57SUM4yt9-7UI
